precision,recall,time_taken
8.930436372756958008e-01,9.990546703338623047e-01,2.323954105377197266e-01
8.756371140480041504e-01,9.992653131484985352e-01,5.852031707763671875e-02
7.256838679313659668e-01,9.998255372047424316e-01,5.951404571533203125e-02
9.677891731262207031e-01,9.949009418487548828e-01,5.900573730468750000e-02
7.315779924392700195e-01,1.000000000000000000e+00,5.599975585937500000e-02
7.162965536117553711e-01,1.000000000000000000e+00,5.351877212524414062e-02
7.874052524566650391e-01,9.923598766326904297e-01,6.051754951477050781e-02
9.751278758049011230e-01,9.965775609016418457e-01,5.300235748291015625e-02
8.158875107765197754e-01,9.996618032455444336e-01,5.299901962280273438e-02
7.742167115211486816e-01,9.943172931671142578e-01,5.703282356262207031e-02
9.328995943069458008e-01,9.545128345489501953e-01,5.751848220825195312e-02
4.932002127170562744e-01,9.997310638427734375e-01,5.700016021728515625e-02
9.785792231559753418e-01,9.991251826286315918e-01,5.551576614379882812e-02
7.125147581100463867e-01,9.990803003311157227e-01,5.741167068481445312e-02
8.678526282310485840e-01,9.997256398200988770e-01,5.172872543334960938e-02
9.764854311943054199e-01,9.926241636276245117e-01,5.099940299987792969e-02
8.064796328544616699e-01,1.000000000000000000e+00,5.051755905151367188e-02
4.988318085670471191e-01,9.997118711471557617e-01,5.100274085998535156e-02
9.436185956001281738e-01,9.991152286529541016e-01,5.299973487854003906e-02
7.969660758972167969e-01,9.956995844841003418e-01,4.752135276794433594e-02
7.910223007202148438e-01,9.895100593566894531e-01,5.100607872009277344e-02
9.861894249916076660e-01,9.742934107780456543e-01,5.099821090698242188e-02
8.956001400947570801e-01,9.998729825019836426e-01,5.451703071594238281e-02
9.545353651046752930e-01,9.796710610389709473e-01,5.051040649414062500e-02
9.764723777770996094e-01,1.000000000000000000e+00,5.599951744079589844e-02
9.740190505981445312e-01,9.997953772544860840e-01,5.551004409790039062e-02
9.503930211067199707e-01,1.000000000000000000e+00,5.897355079650878906e-02
8.739719390869140625e-01,9.817354679107666016e-01,5.100822448730468750e-02
8.251295089721679688e-01,9.932729005813598633e-01,4.999852180480957031e-02
9.825686812400817871e-01,9.885920882225036621e-01,4.852223396301269531e-02
4.187869131565093994e-01,9.995389580726623535e-01,5.100822448730468750e-02
6.962862014770507812e-01,9.940210580825805664e-01,4.999732971191406250e-02
9.302465915679931641e-01,1.000000000000000000e+00,4.967999458312988281e-02
9.709606170654296875e-01,9.992623925209045410e-01,4.938507080078125000e-02
4.027689397335052490e-01,1.000000000000000000e+00,5.099940299987792969e-02
9.770240783691406250e-01,9.979680776596069336e-01,5.351638793945312500e-02
9.713586568832397461e-01,9.267050623893737793e-01,5.052757263183593750e-02
8.276414275169372559e-01,9.985284805297851562e-01,5.299615859985351562e-02
9.649233818054199219e-01,9.994809627532958984e-01,5.151224136352539062e-02
8.746538162231445312e-01,1.000000000000000000e+00,5.051398277282714844e-02
9.131909012794494629e-01,9.998323917388916016e-01,5.600833892822265625e-02
9.798008799552917480e-01,9.833732247352600098e-01,5.099916458129882812e-02
9.290577173233032227e-01,9.988678693771362305e-01,5.052089691162109375e-02
9.331188201904296875e-01,9.999760389328002930e-01,5.251479148864746094e-02
9.161921739578247070e-01,9.975517988204956055e-01,5.200076103210449219e-02
9.306725263595581055e-01,9.979015588760375977e-01,5.050969123840332031e-02
9.238786697387695312e-01,9.998084306716918945e-01,4.951381683349609375e-02
8.063241243362426758e-01,1.000000000000000000e+00,5.199980735778808594e-02
9.418188333511352539e-01,9.989619255065917969e-01,4.915785789489746094e-02
9.617264866828918457e-01,9.985004663467407227e-01,5.152058601379394531e-02
9.134322404861450195e-01,9.980087876319885254e-01,5.201101303100585938e-02
8.587215542793273926e-01,9.995735883712768555e-01,5.600500106811523438e-02
9.803031086921691895e-01,9.646609425544738770e-01,5.132055282592773438e-02
5.123421549797058105e-01,9.965751171112060547e-01,5.370473861694335938e-02
9.499453902244567871e-01,9.998323917388916016e-01,5.600142478942871094e-02
8.660336732864379883e-01,9.982525706291198730e-01,5.526947975158691406e-02
9.475680589675903320e-01,9.996840357780456543e-01,3.185570240020751953e-01
9.779822826385498047e-01,9.015206098556518555e-01,4.899954795837402344e-02
9.238067269325256348e-01,9.999682307243347168e-01,4.751777648925781250e-02
9.837150573730468750e-01,9.984534382820129395e-01,4.900097846984863281e-02
7.330231666564941406e-01,9.970511198043823242e-01,5.151534080505371094e-02
8.741261363029479980e-01,1.000000000000000000e+00,5.852007865905761719e-02
9.465604424476623535e-01,9.685307145118713379e-01,5.593228340148925781e-02
9.798846244812011719e-01,9.055954813957214355e-01,5.800032615661621094e-02
8.382970094680786133e-01,9.990783929824829102e-01,5.251049995422363281e-02
9.001072645187377930e-01,9.541610479354858398e-01,5.252480506896972656e-02
9.835797548294067383e-01,9.687209725379943848e-01,5.701112747192382812e-02
8.800889253616333008e-01,1.000000000000000000e+00,5.399966239929199219e-02
8.091744184494018555e-01,1.000000000000000000e+00,4.952406883239746094e-02
8.364566564559936523e-01,1.000000000000000000e+00,5.252027511596679688e-02
8.955802917480468750e-01,9.992549419403076172e-01,5.400133132934570312e-02
8.399077653884887695e-01,9.998644590377807617e-01,5.151748657226562500e-02
9.616253972053527832e-01,9.994536638259887695e-01,5.152034759521484375e-02
8.809535503387451172e-01,9.814314842224121094e-01,5.100202560424804688e-02
