precision,recall,f1,filename,time_taken,spatial_radius,range_radius,min_density
0.9973659327299744,0.2931414392059553,0.4531075006520304,OriginalImages\9730\20130711_112705.jpg,0.0685157775878906,2,2,150
0.9952131444466008,0.305409429280397,0.4673876720235745,OriginalImages\9730\20130711_112705.jpg,0.0695123672485351,2,2,250
0.9954337899543378,0.3202382133995037,0.4845826887550502,OriginalImages\9730\20130711_112705.jpg,0.072509765625,2,2,350
0.9954337899543378,0.3202382133995037,0.4845826887550502,OriginalImages\9730\20130711_112705.jpg,0.0690038204193115,2,2,450
0.993762767853262,0.9077320099255584,0.9488012117565282,OriginalImages\9730\20130711_112705.jpg,0.0650243759155273,2,4,150
0.9822356832925204,0.9077320099255584,0.9435153566012237,OriginalImages\9730\20130711_112705.jpg,0.063504934310913,2,4,250
0.9822356832925204,0.9077320099255584,0.9435153566012237,OriginalImages\9730\20130711_112705.jpg,0.0660061836242675,2,4,350
0.9822356832925204,0.9077320099255584,0.9435153566012237,OriginalImages\9730\20130711_112705.jpg,0.064995527267456,2,4,450
0.9935896049985948,0.912287841191067,0.951204619778946,OriginalImages\9730\20130711_112705.jpg,0.056516408920288,2,6,150
0.9821863646078222,0.912287841191067,0.9459476148819018,OriginalImages\9730\20130711_112705.jpg,0.0560030937194824,2,6,250
0.9821863646078222,0.912287841191067,0.9459476148819018,OriginalImages\9730\20130711_112705.jpg,0.0569982528686523,2,6,350
0.9821863646078222,0.912287841191067,0.9459476148819018,OriginalImages\9730\20130711_112705.jpg,0.0561311244964599,2,6,450
0.9930572106566636,0.951196029776675,0.971675969440262,OriginalImages\9730\20130711_112705.jpg,0.0499970912933349,2,8,150
0.982056852417355,0.9512158808933002,0.9663903678606004,OriginalImages\9730\20130711_112705.jpg,0.0561299324035644,2,8,250
0.982056852417355,0.9512158808933002,0.9663903678606004,OriginalImages\9730\20130711_112705.jpg,0.0535168647766113,2,8,350
0.982056852417355,0.9512158808933002,0.9663903678606004,OriginalImages\9730\20130711_112705.jpg,0.0529980659484863,2,8,450
0.9916988856038208,0.9521687344913152,0.9715318709363796,OriginalImages\9730\20130711_112705.jpg,0.0485146045684814,2,10,150
0.9811203043660576,0.9521687344913152,0.9664277403073636,OriginalImages\9730\20130711_112705.jpg,0.0500047206878662,2,10,250
0.9811203043660576,0.9521687344913152,0.9664277403073636,OriginalImages\9730\20130711_112705.jpg,0.051520824432373,2,10,350
0.9811203043660576,0.9521687344913152,0.9664277403073636,OriginalImages\9730\20130711_112705.jpg,0.0490074157714843,2,10,450
0.9910182422596864,0.9527841191066998,0.971525152697444,OriginalImages\9730\20130711_112705.jpg,0.0445156097412109,2,12,150
0.9805011082397884,0.9527940446650124,0.9664490342456444,OriginalImages\9730\20130711_112705.jpg,0.0440082550048828,2,12,250
0.9805011082397884,0.9527940446650124,0.9664490342456444,OriginalImages\9730\20130711_112705.jpg,0.0455086231231689,2,12,350
0.9805011082397884,0.9527940446650124,0.9664490342456444,OriginalImages\9730\20130711_112705.jpg,0.0429995059967041,2,12,450
0.9911219058446592,0.9518213399503722,0.9710741500215184,OriginalImages\9730\20130711_112705.jpg,0.0425114631652832,2,14,150
0.980592054808528,0.9518312655086848,0.9659976327784634,OriginalImages\9730\20130711_112705.jpg,0.0430104732513427,2,14,250
0.980592054808528,0.9518312655086848,0.9659976327784634,OriginalImages\9730\20130711_112705.jpg,0.0415120124816894,2,14,350
0.980592054808528,0.9518312655086848,0.9659976327784634,OriginalImages\9730\20130711_112705.jpg,0.039003849029541,2,14,450
0.9950267084177564,0.1608535980148883,0.2769380623221716,OriginalImages\9730\20130711_112705.jpg,0.1460192203521728,4,2,150
0.9945938730561302,0.1479106699751861,0.2575237831906198,OriginalImages\9730\20130711_112705.jpg,0.1465137004852295,4,2,250
0.9944660791145726,0.1444764267990074,0.2522987858250929,OriginalImages\9730\20130711_112705.jpg,0.1488993167877197,4,2,350
0.9283021162734127,0.1515136476426799,0.2605082171442224,OriginalImages\9730\20130711_112705.jpg,0.1490392684936523,4,2,450
0.9989958719178846,0.2666203473945409,0.4209058359905671,OriginalImages\9730\20130711_112705.jpg,0.1810574531555175,4,4,150
0.9989958719178846,0.2666203473945409,0.4209058359905671,OriginalImages\9730\20130711_112705.jpg,0.1840286254882812,4,4,250
0.9989958719178846,0.2666203473945409,0.4209058359905671,OriginalImages\9730\20130711_112705.jpg,0.1826016902923584,4,4,350
0.9946099497414232,0.2710669975186104,0.4260264570073631,OriginalImages\9730\20130711_112705.jpg,0.1870243549346923,4,4,450
0.993029270404369,0.887970223325062,0.937565827049743,OriginalImages\9730\20130711_112705.jpg,0.184035062789917,4,6,150
0.9819660615107676,0.887970223325062,0.9326057042782088,OriginalImages\9730\20130711_112705.jpg,0.1860289573669433,4,6,250
0.9822109138155044,0.9004168734491315,0.9395370514214696,OriginalImages\9730\20130711_112705.jpg,0.1890296936035156,4,6,350
0.9822109138155044,0.9004168734491315,0.9395370514214696,OriginalImages\9730\20130711_112705.jpg,0.1890203952789306,4,6,450
0.99274687891139,0.9210818858560794,0.9555726031911116,OriginalImages\9730\20130711_112705.jpg,0.1740310192108154,4,8,150
0.981553562362498,0.921091811414392,0.9503620182903724,OriginalImages\9730\20130711_112705.jpg,0.1745176315307617,4,8,250
0.981553562362498,0.921091811414392,0.9503620182903724,OriginalImages\9730\20130711_112705.jpg,0.1745076179504394,4,8,350
0.981553562362498,0.921091811414392,0.9503620182903724,OriginalImages\9730\20130711_112705.jpg,0.1739614009857177,4,8,450
0.991373075730964,0.9524069478908188,0.9714994431507542,OriginalImages\9730\20130711_112705.jpg,0.164027452468872,4,10,150
0.9809343692496422,0.9524069478908188,0.9664601903610816,OriginalImages\9730\20130711_112705.jpg,0.1640286445617675,4,10,250
0.9809343692496422,0.9524069478908188,0.9664601903610816,OriginalImages\9730\20130711_112705.jpg,0.1660518646240234,4,10,350
0.9809343692496422,0.9524069478908188,0.9664601903610816,OriginalImages\9730\20130711_112705.jpg,0.1620321273803711,4,10,450
0.9911337269311754,0.9531017369727048,0.9717457522491068,OriginalImages\9730\20130711_112705.jpg,0.1470277309417724,4,12,150
0.98060740982803,0.9531017369727048,0.966658948830748,OriginalImages\9730\20130711_112705.jpg,0.1475164890289306,4,12,250
0.98060740982803,0.9531017369727048,0.966658948830748,OriginalImages\9730\20130711_112705.jpg,0.1440565586090088,4,12,350
0.98060740982803,0.9531017369727048,0.966658948830748,OriginalImages\9730\20130711_112705.jpg,0.1495223045349121,4,12,450
0.9906712759919508,0.952863523573201,0.9713996610255244,OriginalImages\9730\20130711_112705.jpg,0.1285223960876464,4,14,150
0.9801123021949976,0.9528734491315136,0.9663009562154,OriginalImages\9730\20130711_112705.jpg,0.1305232048034668,4,14,250
0.9801123021949976,0.9528734491315136,0.9663009562154,OriginalImages\9730\20130711_112705.jpg,0.1295125484466552,4,14,350
