image_path,label_path,rmse_model,rmse_baseline,rmse_inverted,time_taken
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\twilight\N_0094_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\twilight\N_0094_L.mat,0.268674496482787,0.26877699204469996,0.26867551477684215,6.994128465652466
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\sunset\E_0092_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\sunset\E_0092_L.mat,0.2041978489613694,0.20620459433028254,0.2105771789805634,6.977474212646484
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\sunset\S_0009_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\sunset\S_0009_L.mat,0.21058422515025774,0.20370843418000337,0.2051984025383094,6.574855327606201
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\clear\W_0017_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\clear\W_0017_L.mat,0.20199184400925513,0.19845367526350227,0.2030146888002542,6.48678994178772
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\sunset\N_0093_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\sunset\N_0093_L.mat,0.21896190874360472,0.21901063962530237,0.21881784126215878,6.618797540664673
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\sunset\W_0080_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\sunset\W_0080_L.mat,0.19130136232593803,0.18945671211403722,0.1935832816838162,7.0781168937683105
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\twilight\S_0009_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\twilight\S_0009_L.mat,0.09443305000452167,0.09711428041666545,0.10891003558747736,7.244707345962524
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\cloudy\W_0041_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\cloudy\W_0041_L.mat,0.15479902785915658,0.15783992065442992,0.15765207110006976,7.060385465621948
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\overcast\E_0082_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\overcast\E_0082_L.mat,0.16460952268341655,0.16460952268341655,0.16460952268341655,6.789405345916748
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\N_0096_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\N_0096_L.mat,0.07283813692060016,0.07351359994791647,0.07352821630094714,6.941187858581543
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\twilight\N_0040_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\twilight\N_0040_L.mat,0.15715594028871055,0.16343681919942038,0.17564076355056996,7.034109830856323
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\clear\N_0089_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\clear\N_0089_L.mat,0.20906528703962338,0.19958720363123322,0.21177997750705851,6.79478120803833
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\overcast\W_0022_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\overcast\W_0022_L.mat,0.15653442011279145,0.16901404878376877,0.1873505909578789,6.848288536071777
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\sunset\W_0002_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\sunset\W_0002_L.mat,0.26054809002954493,0.2362968681938261,0.2714413237052568,6.748974323272705
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\sunset\N_0042_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\sunset\N_0042_L.mat,0.15530218032357862,0.1560691696684084,0.159667365113661,6.801449775695801
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\overcast\W_0008_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\overcast\W_0008_L.mat,0.19754257502807376,0.19174729365614548,0.19851043945299474,6.668865203857422
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\sunset\E_0045_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\sunset\E_0045_L.mat,0.1835331724904817,0.18414217487212983,0.18515977940660897,6.73489236831665
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\cloudy\N_0067_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\cloudy\N_0067_L.mat,0.07536918176716663,0.07559832888275983,0.0788782861734734,6.901373386383057
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\overcast\E_0060_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\overcast\E_0060_L.mat,0.2172318444566248,0.17172792909957196,0.17887697083355678,6.822422504425049
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\S_0030_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\S_0030_L.mat,0.20414795685000336,0.20327791704359904,0.20650321070962163,6.749407052993774
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\clear\E_0042_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\clear\E_0042_L.mat,0.23369496466678238,0.236422784202025,0.24217059448064662,6.834600925445557
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\overcast\N_0041_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\overcast\N_0041_L.mat,0.1140375484421409,0.12140094729539201,0.13645446114998,6.728030681610107
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\cloudy\A_0056_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\cloudy\A_0056_L.mat,0.0911046729258211,0.08992542112756796,0.09751913892382509,6.73701810836792
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\cloudy\W_0060_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\cloudy\W_0060_L.mat,0.10697905227584074,0.10121992061712062,0.10701746173477944,6.701253175735474
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\W_0056_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\W_0056_L.mat,0.12922377377897798,0.06470376451588868,0.06712021957638492,6.69363808631897
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\E_0059_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\E_0059_L.mat,0.23291159759517618,0.2301200220311504,0.2368598182987522,6.661057710647583
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\overcast\A_0090_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\overcast\A_0090_L.mat,0.22785579087999291,0.23252350026335797,0.24364571777464863,6.889597177505493
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\cloudy\W_0026_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\cloudy\W_0026_L.mat,0.22659237454941733,0.22941118371154498,0.23036668443720743,6.648221492767334
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\N_0017_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\N_0017_L.mat,0.2565727542498275,0.25528360819885987,0.25556364869439946,6.735540151596069
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\sunset\S_0036_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\sunset\S_0036_L.mat,0.1721981071314292,0.1867152977212186,0.18872725378936694,6.775832653045654
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\twilight\S_0095_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\twilight\S_0095_L.mat,0.14662352836516224,0.14002156149333314,0.15585128346988347,6.680441617965698
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\twilight\W_0069_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\twilight\W_0069_L.mat,0.19174426629253943,0.18506516642404863,0.19371940054732392,6.689834356307983
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\cloudy\W_0073_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\cloudy\W_0073_L.mat,0.06791778479952801,0.06743162183857758,0.0786330746390355,6.782858610153198
