filters,kernel_size,padding,learning_rate,loss_class,loss,optimizer,train_precision,train_recall,val_loss,val_precision,val_recall
64,3,same,0.001,mean_squared_error,0.0208206959068775,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9659513831138612,0.9768060445785522,0.0247050318866968,0.970507800579071,0.9603691697120668
64,3,same,0.001,mean_squared_error,0.0393541119992733,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9372402429580688,0.9604997634887696,0.0411496870219707,0.9564261436462402,0.9263614416122437
64,3,same,0.0001,binary_crossentropy,0.0579587779939174,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9737884402275084,0.9822708368301392,0.0876329615712165,0.9589710235595704,0.9828754663467408
64,3,same,0.0001,binary_crossentropy,0.1918273419141769,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9140158295631408,0.9395735263824464,0.162968561053276,0.940719723701477,0.9226053357124328
64,3,same,0.0001,mean_squared_error,0.0155003368854522,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9747979044914246,0.9823625683784484,0.021643167361617,0.9600273370742798,0.9830589890480042
64,3,same,0.0001,mean_squared_error,0.070821538567543,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.8974783420562744,0.9118798971176147,0.056959468871355,0.9253695607185364,0.9075143933296204
64,5,same,0.001,binary_crossentropy,0.0819216966629028,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9627465009689332,0.9751479029655457,0.1729969680309295,0.9668416380882264,0.897640585899353
64,5,same,0.001,binary_crossentropy,0.0733858197927475,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9685023427009584,0.9783290028572084,0.0897938832640647,0.967279851436615,0.9674291014671326
64,5,same,0.001,mean_squared_error,0.0216662921011447,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9639007449150084,0.9761083126068116,0.0270386170595884,0.9494200348854064,0.9795103073120116
64,5,same,0.001,mean_squared_error,0.0285169556736946,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.955596685409546,0.9702969789505004,0.026413531973958,0.9548797011375428,0.9746025800704956
64,5,same,0.0001,binary_crossentropy,0.0561807304620742,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9748188853263856,0.9823879599571228,0.0909499078989029,0.9606075286865234,0.981402575969696
64,5,same,0.0001,binary_crossentropy,0.1522016078233719,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9293106198310852,0.9607914090156556,0.1250570714473724,0.9598764181137084,0.9451506733894348
64,5,same,0.0001,mean_squared_error,0.0152970077469944,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.975060224533081,0.9826419353485109,0.0188640262931585,0.9765745401382446,0.9713517427444458
64,5,same,0.0001,mean_squared_error,0.0616141371428966,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.8911722898483276,0.9489733576774596,0.045133076608181,0.944654107093811,0.9327893257141112
64,7,same,0.001,binary_crossentropy,0.08346407115459442,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9602809548377991,0.976045548915863,0.10455070436000824,0.9663506150245667,0.9615573883056641
64,7,same,0.001,binary_crossentropy,0.06361451745033264,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.972898542881012,0.980752170085907,0.08846202492713928,0.955601155757904,0.9825541377067566
64,7,same,0.001,mean_squared_error,0.021927237510681152,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9624010324478149,0.9768080711364746,0.02371622994542122,0.9641608595848083,0.9701962471008301
64,7,same,0.001,mean_squared_error,0.02285786345601082,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9644457697868347,0.9761185646057129,0.025647470727562904,0.9522228240966797,0.9803119897842407
64,7,same,0.0001,binary_crossentropy,0.059708140790462494,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9729726314544678,0.9812871217727661,0.07780799269676208,0.9689285159111023,0.972550630569458
64,7,same,0.0001,binary_crossentropy,0.1264314502477646,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9446892738342285,0.9654199481010437,0.10125534236431122,0.9650328159332275,0.9578534364700317
64,7,same,0.0001,mean_squared_error,0.016218647360801697,<class 'keras.optimizers.optimizer_v2.adam.Adam'>,0.9731019139289856,0.9816373586654663,0.0233311727643013,0.9653958678245544,0.9702693223953247
64,7,same,0.0001,mean_squared_error,0.04934293404221535,<class 'keras.optimizers.optimizer_v2.gradient_descent.SGD'>,0.9200801849365234,0.952888011932373,0.03634842485189438,0.9516384601593018,0.9538672566413879
